img,coefficient
1959.jpeg,0.9993
1960.jpeg,0.9993
1961.jpeg,0.9989
1962.jpeg,0.9997
1963.jpeg,0.9964
1964.jpeg,0.9945
1965.jpeg,0.9997
1966.jpeg,0.9632
1967.jpeg,0.9947
1968.jpeg,0.0
1969.jpeg,0.0
197.jpeg,0.9998
1971.jpeg,0.9992
1972.jpeg,0.9994
1973.jpeg,0.9995
1974.jpeg,0.9998
1975.jpeg,0.0
1976.jpeg,0.9999
1977.jpeg,0.9966
1978.jpeg,0.9996
1979.jpeg,0.9998
198.jpeg,0.9999
1980.jpeg,0.9997
1981.jpeg,0.9979
1982.jpeg,0.9997
1983.jpeg,0.0
1984.jpeg,0.9993
1985.jpeg,0.9999
1988.jpeg,0.9991
199.jpeg,0.9983
1990.jpeg,0.9987
1992.jpeg,0.9987
1993.jpeg,0.9984
1994.jpeg,0.9999
1995.jpeg,0.9994
1996.jpeg,0.9999
1997.jpeg,0.9929
1998.jpeg,0.9991
1999.jpeg,0.0
2.jpeg,0.9990
20.jpeg,0.9980
200.jpeg,0.9987
2000.jpeg,0.9995
2001.jpeg,0.9998
2003.jpeg,0.9928
2004.jpeg,0.9998
2005.jpeg,0.9995
2006.jpeg,0.9979
2007.jpeg,0.9995
2008.jpeg,0.9901
2009.jpeg,0.0
201.jpeg,0.9997
2012.jpeg,0.9998
2013.jpeg,0.9989
2015.jpeg,0.9981
2016.jpeg,0.9992
2017.jpeg,0.9997
2018.jpeg,0.9988
2019.jpeg,0.9988
2021.jpeg,0.9996
2023.jpeg,0.9998
2024.jpeg,0.9970
2025.jpeg,0.9976
2026.jpeg,0.9999
2027.jpeg,0.9999
2030.jpeg,0.0
2031.jpeg,0.9940
2032.jpeg,0.9997
2033.jpeg,0.9997
2034.jpeg,0.9994
2035.jpeg,0.9994
2036.jpeg,0.0
2037.jpeg,0.0
2038.jpeg,0.9999
2039.jpeg,0.9985
204.jpeg,0.9998
2040.jpeg,0.0
2041.jpeg,0.9998
2042.jpeg,0.9988
2043.jpeg,0.9996
2044.jpeg,0.9999
2045.jpeg,0.9996
2047.jpeg,0.0
2048.jpeg,0.9985
2049.jpeg,0.9245
2050.jpeg,0.0
2051.jpeg,0.9999
2052.jpeg,0.9942
2053.jpeg,0.9994
2054.jpeg,0.9538
2055.jpeg,0.9993
2056.jpeg,0.9958
2057.jpeg,0.9999
2058.jpeg,0.9995
2059.jpeg,0.9996
206.jpeg,0.9999
2060.jpeg,0.9886
2061.jpeg,0.9996
2062.jpeg,0.9999
2063.jpeg,0.9984
2064.jpeg,0.9999
2065.jpeg,0.9996
2066.jpeg,0.9990
2067.jpeg,0.0
2068.jpeg,0.9995
2069.jpeg,0.9997
207.jpeg,0.9961
2070.jpeg,0.9996
2071.jpeg,0.9997
2072.jpeg,0.9997
2073.jpeg,0.9999
2074.jpeg,0.9989
2075.jpeg,0.9997
2076.jpeg,0.9614
2079.jpeg,0.0
208.jpeg,0.0
2080.jpeg,0.0
2081.jpeg,0.9991
2082.jpeg,0.9664
2083.jpeg,0.9999
2084.jpeg,0.9967
2085.jpeg,0.9997
2086.jpeg,0.9996
2087.jpeg,0.9998
2088.jpeg,0.9974
2089.jpeg,0.9996
209.jpeg,0.9996
2090.jpeg,0.9998
2091.jpeg,0.0
2092.jpeg,0.0
2093.jpeg,0.9999
2094.jpeg,0.9997
2095.jpeg,0.9997
2096.jpeg,0.0
2097.jpeg,0.9998
2098.jpeg,0.0
2099.jpeg,0.9999
21.jpeg,0.9962
210.jpeg,0.9998
2100.jpeg,0.9996
2101.jpeg,0.9999
2103.jpeg,0.9944
2104.jpeg,0.9998
2105.jpeg,0.9955
2106.jpeg,0.9997
2107.jpeg,0.9964
2108.jpeg,0.9950
2109.jpeg,0.9997
211.jpeg,0.9972
2110.jpeg,0.9991
2111.jpeg,0.9998
2113.jpeg,0.9265
2114.jpeg,0.9985
2115.jpeg,0.9998
2116.jpeg,0.9988
2117.jpeg,0.9991
2118.jpeg,0.9998
2119.jpeg,0.9999
212.jpeg,0.9993
2120.jpeg,0.9998
2121.jpeg,0.9995
2122.jpeg,0.9935
2123.jpeg,0.9997
2125.jpeg,0.6760
2127.jpeg,0.9967
2128.jpeg,0.9994
2129.jpeg,0.9974
213.jpeg,0.9998
2130.jpeg,0.9920
2131.jpeg,0.9976
2132.jpeg,0.9996
2133.jpeg,0.9702
2134.jpeg,0.9926
2135.jpeg,0.9998
2137.jpeg,0.9999
2138.jpeg,0.9627
2139.jpeg,0.9978
214.jpeg,0.9911
2140.jpeg,0.9992
2141.jpeg,0.9995
2142.jpeg,0.9999
2143.jpeg,0.9997
2144.jpeg,0.9997
2145.jpeg,0.9996
2146.jpeg,0.9998
2147.jpeg,0.9999
2148.jpeg,0.9998
2149.jpeg,0.9997
215.jpeg,0.9997
2150.jpeg,0.9999
2151.jpeg,0.9997
2152.jpeg,0.9999
2153.jpeg,0.9975
2154.jpeg,0.0
2155.jpeg,0.9997
2156.jpeg,0.9882
2157.jpeg,0.9993
2158.jpeg,0.9999
2159.jpeg,0.9924
216.jpeg,0.9989
2160.jpeg,0.0
2162.jpeg,0.9944
2163.jpeg,0.9997
2165.jpeg,0.9997
2166.jpeg,0.9992
2167.jpeg,0.9988
2168.jpeg,0.9983
2169.jpeg,0.9997
217.jpeg,0.9995
2170.jpeg,0.9962
2171.jpeg,0.9999
2172.jpeg,0.9971
2173.jpeg,0.9992
2175.jpeg,0.9985
2176.jpeg,0.9981
2177.jpeg,0.9999
2178.jpeg,0.9988
2179.jpeg,0.0
218.jpeg,0.9995
2180.jpeg,0.9997
2181.jpeg,0.9985
2182.jpeg,0.9994
2184.jpeg,0.0
2185.jpeg,0.9816
2186.jpeg,0.9998
2189.jpeg,0.9990
219.jpeg,0.9986
2191.jpeg,0.0
2192.jpeg,0.9996
2193.jpeg,0.9997
2194.jpeg,0.9998
2196.jpeg,0.0
2197.jpeg,0.9987
2198.jpeg,0.8584
2199.jpeg,0.9990
22.jpeg,0.9998
220.jpeg,0.9998
2200.jpeg,0.9983
2201.jpeg,0.0
2204.jpeg,0.9891
2205.jpeg,0.9987
2206.jpeg,0.9958
2207.jpeg,0.9986
2208.jpeg,0.9997
2209.jpeg,0.9994
221.jpeg,0.9987
2210.jpeg,0.9997
2211.jpeg,0.9504
2212.jpeg,0.9975
2213.jpeg,0.9404
2214.jpeg,0.9998
2215.jpeg,0.9997
2216.jpeg,0.9998
2217.jpeg,0.9977
2218.jpeg,0.9949
2220.jpeg,0.0
2221.jpeg,0.9991
2222.jpeg,0.9820
2223.jpeg,0.9799
2225.jpeg,0.9987
2226.jpeg,0.9981
2227.jpeg,0.9992
2228.jpeg,0.9998
2229.jpeg,0.9999
223.jpeg,0.9999
2230.jpeg,0.9998
2232.jpeg,0.9986
2233.jpeg,0.9971
2235.jpeg,0.9998
2236.jpeg,0.9996
2237.jpeg,0.9985
2238.jpeg,0.9996
2239.jpeg,0.8718
224.jpeg,0.9165
2240.jpeg,0.9986
2241.jpeg,0.9995
2242.jpeg,0.9850
2243.jpeg,0.9957
2244.jpeg,0.0
2245.jpeg,0.0
2246.jpeg,0.9999
2247.jpeg,0.9996
2248.jpeg,0.9995
2249.jpeg,0.9978
225.jpeg,0.9991
2250.jpeg,0.9999
2251.jpeg,0.9176
2252.jpeg,0.9993
2253.jpeg,0.9993
2254.jpeg,0.9982
2255.jpeg,0.9995
2256.jpeg,0.9925
2257.jpeg,0.9981
2258.jpeg,0.0
2259.jpeg,0.6880
226.jpeg,0.0
2260.jpeg,0.9989
2261.jpeg,0.9991
2262.jpeg,0.9998
2263.jpeg,0.9995
2264.jpeg,0.9989
2265.jpeg,0.9999
2266.jpeg,0.9999
2267.jpeg,0.9994
2268.jpeg,0.9971
2269.jpeg,0.9980
227.jpeg,0.9998
2270.jpeg,0.9680
2271.jpeg,0.9973
2273.jpeg,0.9993
2274.jpeg,0.9989
2275.jpeg,0.9990
2276.jpeg,0.9812
2277.jpeg,0.9998
2279.jpeg,0.9964
228.jpeg,0.9997
2280.jpeg,0.9936
2281.jpeg,0.0
2282.jpeg,0.9998
2283.jpeg,0.9983
2284.jpeg,0.9996
2285.jpeg,0.9963
2286.jpeg,0.0
2287.jpeg,0.0
2288.jpeg,0.9997
229.jpeg,0.9930
2290.jpeg,0.9991
2291.jpeg,0.9992
2292.jpeg,0.9991
2293.jpeg,0.9987
2296.jpeg,0.9735
2297.jpeg,0.9832
2298.jpeg,0.9995
2299.jpeg,0.0
23.jpeg,0.9997
230.jpeg,0.9997
2300.jpeg,0.9956
2301.jpeg,0.9988
2303.jpeg,0.9994
2304.jpeg,0.9943
2305.jpeg,0.9979
2306.jpeg,0.9947
2307.jpeg,0.0
2308.jpeg,0.9997
2309.jpeg,0.9655
231.jpeg,0.9995
2311.jpeg,0.9941
2312.jpeg,0.0
2313.jpeg,0.0
2314.jpeg,0.9529
2315.jpeg,0.9998
2316.jpeg,0.9997
2317.jpeg,0.0
2319.jpeg,0.9987
232.jpeg,0.9998
2320.jpeg,0.9859
2321.jpeg,0.0
2323.jpeg,0.9998
2324.jpeg,0.9995
2325.jpeg,0.0
2327.jpeg,0.9997
2328.jpeg,0.9997
2329.jpeg,0.0
233.jpeg,0.9976
2330.jpeg,0.9995
2331.jpeg,0.9999
2332.jpeg,0.9996
2333.jpeg,0.9990
2334.jpeg,0.9998
2336.jpeg,0.9973
2337.jpeg,0.9991
234.jpeg,0.9998
2340.jpeg,0.9967
2341.jpeg,0.9999
2342.jpeg,0.9975
2343.jpeg,0.9990
2344.jpeg,0.0
2345.jpeg,0.9993
2346.jpeg,0.9996
2347.jpeg,0.9996
2348.jpeg,0.9995
2349.jpeg,0.9995
235.jpeg,0.0
2350.jpeg,0.9970
2351.jpeg,0.9976
2352.jpeg,0.9997
2353.jpeg,0.9995
2354.jpeg,0.9995
2355.jpeg,0.9920
2356.jpeg,0.9993
2357.jpeg,0.0
2358.jpeg,0.9999
2359.jpeg,0.9989
236.jpeg,0.9998
2360.jpeg,0.9998
2361.jpeg,0.9979
2362.jpeg,0.9980
2363.jpeg,0.9973
2364.jpeg,0.0
2365.jpeg,0.9996
2366.jpeg,0.9971
2367.jpeg,0.9838
2368.jpeg,0.9959
2369.jpeg,0.9985
237.jpeg,0.9999
2370.jpeg,0.9993
2371.jpeg,0.9995
2372.jpeg,0.0
2373.jpeg,0.9996
2374.jpeg,0.0
2375.jpeg,0.9989
2376.jpeg,0.9957
2377.jpeg,0.9998
2378.jpeg,0.0
2379.jpeg,0.9999
238.jpeg,0.9999
2380.jpeg,0.9999
2381.jpeg,0.9981
2382.jpeg,0.9998
2384.jpeg,0.9994
2385.jpeg,0.9997
2386.jpeg,0.9990
2387.jpeg,0.9581
2388.jpeg,0.9976
2389.jpeg,0.9998
239.jpeg,0.9997
2390.jpeg,0.9988
2391.jpeg,0.9997
2392.jpeg,0.9998
2393.jpeg,0.9999
2394.jpeg,0.0
2395.jpeg,0.9993
2396.jpeg,0.9991
2397.jpeg,0.9999
2398.jpeg,0.9918
2399.jpeg,0.9943
24.jpeg,0.9987
2400.jpeg,0.9994
2402.jpeg,0.9997
2403.jpeg,0.9999
2404.jpeg,0.9997
2405.jpeg,0.9998
2407.jpeg,0.9982
2408.jpeg,0.9996
2409.jpeg,0.9995
241.jpeg,0.9998
2410.jpeg,0.9985
2411.jpeg,0.9992
2412.jpeg,0.9993
2413.jpeg,0.9992
2414.jpeg,0.9998
2415.jpeg,0.0
2417.jpeg,0.0
2418.jpeg,0.0
2419.jpeg,0.9999
242.jpeg,0.9998
2420.jpeg,0.9995
2421.jpeg,0.9992
2422.jpeg,0.9973
2423.jpeg,0.9997
2424.jpeg,0.9999
2425.jpeg,0.8536
2426.jpeg,0.9992
2427.jpeg,0.0
2428.jpeg,0.9998
2429.jpeg,0.0
243.jpeg,0.9360
2430.jpeg,0.9927
2431.jpeg,0.9995
2432.jpeg,0.9998
2434.jpeg,0.0
2435.jpeg,0.0
2436.jpeg,0.9996
2437.jpeg,0.9997
2438.jpeg,0.9994
2439.jpeg,0.9998
244.jpeg,0.0
2440.jpeg,0.9870
2441.jpeg,0.9975
2442.jpeg,0.0
2443.jpeg,0.9999
2444.jpeg,0.9999
2445.jpeg,0.9980
2446.jpeg,0.9998
2447.jpeg,0.9962
2448.jpeg,0.0
2449.jpeg,0.9930
245.jpeg,0.9999
2450.jpeg,0.9997
2451.jpeg,0.9987
2452.jpeg,0.0
2453.jpeg,0.9996
2454.jpeg,0.9986
2455.jpeg,0.9993
2456.jpeg,0.9960
2457.jpeg,0.9841
2458.jpeg,0.9999
246.jpeg,0.9998
2460.jpeg,0.0
2462.jpeg,0.9999
2463.jpeg,0.0
2464.jpeg,0.9992
2465.jpeg,0.9996
2466.jpeg,0.0
2467.jpeg,0.0
2468.jpeg,0.9964
2469.jpeg,0.9954
247.jpeg,0.9967
2470.jpeg,0.9991
2471.jpeg,0.0
2472.jpeg,0.9986
2473.jpeg,0.9995
2474.jpeg,0.0
2475.jpeg,0.9999
2476.jpeg,0.9998
2477.jpeg,0.9997
2478.jpeg,0.9997
2479.jpeg,0.9998
248.jpeg,0.0
2480.jpeg,0.9992
2481.jpeg,0.9936
2482.jpeg,0.9995
2483.jpeg,0.9950
2484.jpeg,0.9999
2485.jpeg,0.0
2486.jpeg,0.9997
2488.jpeg,0.9995
2489.jpeg,0.9857
249.jpeg,0.9973
2490.jpeg,0.9994
2491.jpeg,0.9998
2492.jpeg,0.9972
2493.jpeg,0.9997
2494.jpeg,0.9994
2495.jpeg,0.9994
2496.jpeg,0.9985
2497.jpeg,0.0
2498.jpeg,0.9996
2499.jpeg,0.0
25.jpeg,0.9999
250.jpeg,0.9997
2501.jpeg,0.9972
2502.jpeg,0.0
2503.jpeg,0.8560
2504.jpeg,0.9996
2505.jpeg,0.9998
2506.jpeg,0.9966
2507.jpeg,0.9975
2508.jpeg,0.9998
2509.jpeg,0.9999
251.jpeg,0.9979
2510.jpeg,0.9996
2511.jpeg,0.9998
2512.jpeg,0.9996
2513.jpeg,0.9977
2514.jpeg,0.9997
2516.jpeg,0.9997
2518.jpeg,0.9997
2519.jpeg,0.9967
252.jpeg,0.9997
2520.jpeg,0.9997
2521.jpeg,0.9982
2523.jpeg,0.9999
2524.jpeg,0.9983
2525.jpeg,0.9997
2526.jpeg,0.9998
2529.jpeg,0.9999
253.jpeg,0.9997
2530.jpeg,0.9997
2531.jpeg,0.9998
2532.jpeg,0.9999
2533.jpeg,0.9147
2534.jpeg,0.9998
2535.jpeg,0.9997
2536.jpeg,0.0
2537.jpeg,0.0
2538.jpeg,0.9993
2539.jpeg,0.0
254.jpeg,0.9992
2540.jpeg,0.9999
2541.jpeg,0.9992
2542.jpeg,0.9944
2543.jpeg,0.9992
2544.jpeg,0.9977
2545.jpeg,0.9996
2546.jpeg,0.9995
2547.jpeg,0.9991
2548.jpeg,0.9881
2549.jpeg,0.9637
255.jpeg,0.9994
2550.jpeg,0.9963
2551.jpeg,0.0
2552.jpeg,0.9998
2553.jpeg,1.0000
2554.jpeg,0.9998
2555.jpeg,0.9984
2556.jpeg,0.9998
2557.jpeg,0.9956
2558.jpeg,0.0
2559.jpeg,0.9981
256.jpeg,0.9999
2560.jpeg,0.9998
2561.jpeg,0.0
2563.jpeg,0.9998
2564.jpeg,0.0
2565.jpeg,0.9994
2566.jpeg,0.9998
2567.jpeg,0.9991
2568.jpeg,0.9989
2569.jpeg,0.9901
257.jpeg,0.9992
2570.jpeg,0.9992
2571.jpeg,0.9992
2572.jpeg,0.9991
2573.jpeg,0.0
2574.jpeg,0.9988
2575.jpeg,0.9998
2576.jpeg,0.0
2577.jpeg,0.9997
2578.jpeg,0.9987
2579.jpeg,0.0
258.jpeg,0.9980
2580.jpeg,0.9984
2581.jpeg,0.9988
2582.jpeg,0.9976
2584.jpeg,0.9977
2585.jpeg,0.9981
2586.jpeg,0.9299
2587.jpeg,0.5724
2588.jpeg,0.9580
2589.jpeg,0.9998
259.jpeg,0.9999
2590.jpeg,0.9995
2591.jpeg,0.9986
2592.jpeg,0.9981
2593.jpeg,0.9998
2594.jpeg,0.9895
2595.jpeg,0.9960
2596.jpeg,0.9997
2597.jpeg,0.9993
2598.jpeg,0.9992
2599.jpeg,0.9969
26.jpeg,0.9932
260.jpeg,0.9999
2600.jpeg,0.9868
2601.jpeg,0.0
2602.jpeg,0.9986
2603.jpeg,0.7260
2604.jpeg,0.9999
2605.jpeg,0.6473
2606.jpeg,0.9994
2607.jpeg,0.9998
2608.jpeg,0.9996
2609.jpeg,0.9990
261.jpeg,0.9995
2611.jpeg,0.9998
2612.jpeg,0.9961
2613.jpeg,0.9997
2614.jpeg,0.9998
2617.jpeg,0.9987
2618.jpeg,0.9954
2619.jpeg,0.9997
262.jpeg,0.7628
2620.jpeg,0.8317
2621.jpeg,0.9999
2622.jpeg,0.0
2623.jpeg,0.9973
2624.jpeg,0.9985
2626.jpeg,0.0
2628.jpeg,0.9991
2629.jpeg,0.9995
263.jpeg,0.9985
2630.jpeg,0.9980
2631.jpeg,0.9998
2632.jpeg,0.9981
2633.jpeg,0.9778
2635.jpeg,0.9992
2637.jpeg,0.0
2638.jpeg,0.9990
2639.jpeg,0.9994
264.jpeg,0.9980
2640.jpeg,0.9999
2641.jpeg,0.0
2642.jpeg,0.9998
2643.jpeg,0.9982
2644.jpeg,0.9997
2645.jpeg,0.0
2646.jpeg,0.9996
2647.jpeg,0.9998
2648.jpeg,0.9997
2649.jpeg,0.9988
265.jpeg,0.9997
2650.jpeg,0.0
2651.jpeg,0.9974
2652.jpeg,0.9992
2653.jpeg,0.9994
2654.jpeg,0.9997
2655.jpeg,0.9998
2656.jpeg,0.9996
2657.jpeg,0.9999
2658.jpeg,0.0
2659.jpeg,0.9997
266.jpeg,0.9999
2660.jpeg,0.0
2661.jpeg,0.0
2662.jpeg,0.9973
2663.jpeg,0.9952
2664.jpeg,0.9974
2665.jpeg,0.9998
2666.jpeg,0.0
2667.jpeg,0.0
2668.jpeg,0.9987
2669.jpeg,0.9995
267.jpeg,0.9987
2670.jpeg,1.0000
2671.jpeg,0.9945
2672.jpeg,0.9972
2673.jpeg,0.9981
2674.jpeg,0.0
2675.jpeg,0.9999
2676.jpeg,0.9997
2677.jpeg,0.9966
2678.jpeg,0.0
2679.jpeg,0.9999
268.jpeg,0.0
2680.jpeg,0.9982
2681.jpeg,0.9988
2682.jpeg,0.9999
2683.jpeg,0.9991
2684.jpeg,0.9996
2685.jpeg,0.9998
2686.jpeg,0.9953
2687.jpeg,0.9989
2688.jpeg,0.6907
2689.jpeg,0.9949
269.jpeg,0.8958
2690.jpeg,0.9991
2691.jpeg,0.9985
2692.jpeg,0.9998
2693.jpeg,0.9992
2694.jpeg,0.9992
2696.jpeg,0.9998
2697.jpeg,0.9999
2698.jpeg,0.9996
2699.jpeg,0.9998
27.jpeg,0.0
270.jpeg,0.9993
2700.jpeg,0.9996
2701.jpeg,0.9997
2703.jpeg,0.0
2704.jpeg,0.9987
2705.jpeg,0.0
2706.jpeg,0.9994
2707.jpeg,0.9995
2708.jpeg,0.9987
2709.jpeg,0.9999
271.jpeg,0.9985
2710.jpeg,0.9993
2711.jpeg,0.0
2712.jpeg,0.9993
2713.jpeg,0.9992
2715.jpeg,0.9999
2716.jpeg,0.9996
2717.jpeg,0.9985
2719.jpeg,0.9996
272.jpeg,0.9996
2720.jpeg,0.9987
2722.jpeg,0.9972
2723.jpeg,0.0
2724.jpeg,0.9987
2725.jpeg,0.0
2726.jpeg,0.9949
2727.jpeg,0.9997
2728.jpeg,0.9990
2729.jpeg,0.9992
273.jpeg,0.9984
2730.jpeg,0.0
2731.jpeg,0.9961
2732.jpeg,0.0
2733.jpeg,0.0
2735.jpeg,1.0000
2736.jpeg,0.9996
2737.jpeg,0.9961
2738.jpeg,0.9994
2739.jpeg,0.9996
274.jpeg,0.6142
2740.jpeg,0.9998
2741.jpeg,0.9994
2742.jpeg,0.9998
2744.jpeg,0.5556
2745.jpeg,0.0
2746.jpeg,0.9985
2747.jpeg,0.9987
2749.jpeg,0.9996
275.jpeg,0.6955
2750.jpeg,0.9988
2751.jpeg,0.9994
2752.jpeg,0.9994
2753.jpeg,0.9998
2754.jpeg,0.9967
2755.jpeg,0.9999
2756.jpeg,0.0
2758.jpeg,0.9996
2759.jpeg,0.9894
276.jpeg,0.9969
2760.jpeg,0.9960
2761.jpeg,0.9997
2762.jpeg,0.0
2763.jpeg,0.9999
2765.jpeg,0.9998
2767.jpeg,0.9999
2768.jpeg,0.9969
2769.jpeg,0.9998
277.jpeg,0.9995
2770.jpeg,0.9998
2771.jpeg,0.9999
2772.jpeg,0.9773
2773.jpeg,0.9995
2774.jpeg,0.0
2775.jpeg,0.9998
2776.jpeg,0.0
2777.jpeg,0.8319
2779.jpeg,0.0
278.jpeg,0.9966
2780.jpeg,0.9123
2781.jpeg,0.0
2782.jpeg,0.9993
2783.jpeg,0.0
2786.jpeg,0.9998
2787.jpeg,0.9997
2788.jpeg,0.9888
2789.jpeg,0.9996
279.jpeg,0.9994
2790.jpeg,0.9993
2792.jpeg,0.6844
2793.jpeg,0.9993
2794.jpeg,0.9998
2795.jpeg,0.0
2796.jpeg,0.9998
2797.jpeg,0.9999
2798.jpeg,0.9402
2799.jpeg,0.0
28.jpeg,0.9990
280.jpeg,0.9995
2800.jpeg,0.9970
2801.jpeg,0.9989
2802.jpeg,0.0
2803.jpeg,0.0
2804.jpeg,0.0
2806.jpeg,0.9998
2808.jpeg,0.9138
2809.jpeg,0.9998
281.jpeg,0.9993
2810.jpeg,0.9965
2811.jpeg,0.0
2812.jpeg,0.9968
2813.jpeg,0.9949
2814.jpeg,0.9892
2815.jpeg,0.9868
2817.jpeg,0.9997
2818.jpeg,0.9996
2819.jpeg,0.0
282.jpeg,0.0
2820.jpeg,0.9999
2821.jpeg,0.9983
2823.jpeg,0.9924
2824.jpeg,0.9998
2825.jpeg,0.9977
2826.jpeg,0.9979
2827.jpeg,0.8665
2829.jpeg,0.9984
283.jpeg,0.9995
2830.jpeg,0.9995
2831.jpeg,0.9973
2832.jpeg,0.9991
2833.jpeg,0.9998
2835.jpeg,0.9971
2836.jpeg,0.9999
2837.jpeg,0.9997
2838.jpeg,0.0
2839.jpeg,0.0
284.jpeg,0.9993
2840.jpeg,0.0
2841.jpeg,0.9999
2842.jpeg,0.9997
2843.jpeg,0.9999
2844.jpeg,0.9995
2845.jpeg,0.9992
2846.jpeg,0.9930
2847.jpeg,0.9997
2848.jpeg,0.9995
2849.jpeg,0.0
2850.jpeg,0.9994
2851.jpeg,0.9996
2852.jpeg,0.9971
2853.jpeg,0.0
2854.jpeg,0.9903
2855.jpeg,0.9981
2857.jpeg,0.9999
2858.jpeg,0.9993
2859.jpeg,0.9984
286.jpeg,0.0
2860.jpeg,0.9478
2861.jpeg,0.9997
2862.jpeg,0.0
2863.jpeg,0.9973
2864.jpeg,0.9991
2865.jpeg,0.9984
2866.jpeg,0.9997
2867.jpeg,0.9998
2868.jpeg,0.8318
2869.jpeg,0.9998
287.jpeg,0.9994
2870.jpeg,0.9944
2871.jpeg,0.9992
2872.jpeg,0.9979
2873.jpeg,0.9994
2874.jpeg,0.9931
2875.jpeg,0.9990
2876.jpeg,0.9979
2877.jpeg,0.9988
2878.jpeg,0.0
2879.jpeg,0.9991
288.jpeg,0.9992
2880.jpeg,0.9987
2881.jpeg,0.9996
2882.jpeg,0.9687
2883.jpeg,0.9994
2886.jpeg,0.9993
2887.jpeg,0.0
2888.jpeg,0.0
2889.jpeg,0.9997
289.jpeg,0.0
2890.jpeg,0.9996
2891.jpeg,0.9998
2892.jpeg,0.9995
2894.jpeg,0.9993
2896.jpeg,0.9932
2897.jpeg,0.9999
2899.jpeg,0.9996
290.jpeg,0.0
2900.jpeg,0.9997
2901.jpeg,0.9997
2902.jpeg,0.0
2903.jpeg,0.9980
2904.jpeg,0.9997
2905.jpeg,0.9872
2906.jpeg,0.9986
2907.jpeg,0.0
2908.jpeg,0.9996
2909.jpeg,0.9956
291.jpeg,0.9891
2910.jpeg,0.9999
2911.jpeg,0.9997
2912.jpeg,0.9998
2914.jpeg,0.0
2915.jpeg,0.9998
2916.jpeg,0.9998
2917.jpeg,0.9995
2918.jpeg,0.9997
2919.jpeg,0.9997
292.jpeg,0.9990
2921.jpeg,0.0
2923.jpeg,0.9869
2924.jpeg,0.9989
2925.jpeg,0.9976
2926.jpeg,0.9999
2928.jpeg,0.9937
2929.jpeg,0.9978
2930.jpeg,0.9999
2931.jpeg,0.9998
2932.jpeg,0.9997
2933.jpeg,0.9995
